title,link,date,summary,description
European Industrial Alliance on Small Modular Reactors Unveils Strategic Action Plan,https://single-market-economy.ec.europa.eu/news/european-industrial-alliance-small-modular-reactors-unveils-strategic-action-plan-2025-09-12_en,12 September 2025,"Last week, the European Industrial Alliance on Small Modular Reactors (SMRs) adopted its first Strategic Action Plan at their second General Assembly.","The plan provides a comprehensive and detailed overview of its planned activities over the next five years to facilitate the development, demonstration, and deployment of SMRs in Europe by the early 2030s. The timely deployment of SMRs is crucial for maintaining the competitiveness of European industry, driving the energy transition towards a carbon-neutral future by 2050, and enhancing the EU's strategic autonomy in the energy sector.
The Strategic Action Plan outlines ten specific and targeted actions to deliver over the next five years, focusing on key challenges to SMR deployment such as market demand for SMRs beyond electricity production, revitalising the supply chain, promoting R&D and skills development, unlocking financial opportunities, and simplifying regulatory frameworks. The plan also emphasises activities aimed at financing, public engagement, fuel & waste management, as well as the issues related to the safety & security as cornerstones of the SMR development in the next years. The plan is now published on the Alliance’s web page. It supports the recently endorsed IPCEI on innovative nuclear technologies, which could be instrumental among other solutions in supporting SMR development in the years to come.
The alliance, established in February 2024, brings together a broad spectrum of more than 350 SMR stakeholders, including industry leaders, researchers, and policymakers, to unite under a shared vision and joint plan for action. From an operational point of view, the European Commission, nucleareurope, and the Sustainable Nuclear Energy Technology Platform (SNETP) are among the key partners orchestrating the Alliance's efforts in supporting several concrete SMR projects and implementing the various actions outlined in the Strategic Action plan. A governing board steers the alliance’s work, providing strategic advice and making important decisions.
The successful implementation of the Strategic Action Plan will require strong industry and public sector commitment, in addition to collaboration among diverse stakeholders. The alliance is committed to working closely with its members, relevant Commission services and other EU institutions and international organisations to ensure the timely and successful deployment of SMRs in Europe.
See the Industrial Alliance on SMRs webpage to learn about its objectives and activities.
Strategic Action Plan
2nd General Assembly Meeting Conclusions"
Gender-Sensitive Communication in the Transport Sector,https://transport.ec.europa.eu/news-events/news/gender-sensitive-communication-transport-sector-2025-09-12_en,12 September 2025,"By Lucía Mejía Dorantes
Ambassador for #DiversityInTransport","The transport sector has long been a male-dominated field. Across Europe, only 22% of transport workers are women (EC, 2025). But this figure masks deeper disparities:
This imbalance isn’t just a matter of fairness—it affects performance. Research consistently shows that gender-diverse and inclusive teams are more innovative, competent, and successful. Organisations that embrace diversity, ensure fair access to opportunities, and foster a sense of belonging are better positioned to thrive.
If we aim for a sustainable, inclusive future for all, communication is not optional—it’s essential. It plays a pivotal role in:
Communication is more than just exchanging information. It’s an interactive, context-driven process where meaning is co-created by at least two individuals. It takes place in a specific context. And crucially, what matters is not what we say, but what others understand.
We use language every day to exchange information through writing, speech or signs. It is also an integral part of our culture. Language reflects the individual attributes of a person together with the societal norms, roles, identities, values, and biases of his or her community. And we shall not forget that it is influenced by a particular context.
The Oxfam guide reminds us that language may also be instrumental in reinforcing or deconstructing poverty, inequality and suffering. That’s why we need to challenge ourselves when communicating messages in order to develop ideas and stories that empower communities and different groups based on respect to all in all circumstances.
According to the Council of Europe, “gender-inclusive language means speaking and writing in a way that does not exclude or discriminate against a particular sex, gender or gender identity, and does not perpetuate sexism or gender stereotypes. This includes better acknowledging those who identify outside of the gender binary.”
The previous guides are only two examples of inclusive language in English. However, every language has its own particular issues. Thereby resources have been developed to overcome stereotypes and exclusion.
No matter what communication format you use for the specific audience you target, communication goes beyond words. Non-verbal cues—such as images, colours, gestures, and even videos & music—also carry powerful messages. These forms of “analogue communication” can either reinforce or challenge stereotypes.
Gender-sensitive communication means using language and visuals that treat all genders with equal dignity, respect, and visibility. It includes:
The European Institute for Gender Equality (EIGE) defines three key principles that guide inclusive communication
Try this quiz developed by EIGE to challenge the biases and stereotypes that we all have!
🖼 Visuals and design: more than aesthetic choices
Do not forget that images and design elements can subtly reinforce or disrupt gender norms. Consider the following:
In the following images we find great examples that seek inclusion in transport:
Bus drivers:
The image shows diverse bus drivers in Madrid and the video explains the ways EMT in Madrid, Spain is breaking barriers for people.
Train driver:
The image shows a female train driver and the video explains what a day of training in this profession is like.
Diversity in Jobs and Careers:
The image shows jobs and careers page of the OBB group that focuses con inclusion.
Sharing caring responsibilities: Escorting trips
The image showcases the way sharing caring responsibilities helps in breaking gender stereotypes.
Gender-sensitive communication isn’t just about political correctness—it’s about building a culture of equity, respect, and belonging. It is an evolving issue that needs to be built based on respect, inclusion and empowerment for all. Every word, image, and gesture contribute to the story we tell about who belongs—and who leads—in the transport sector and beyond, and how we collectively want to move forward.
Check out the following reports:
Author: Lucía Mejía Dorantes"
Why migrant voices matter,https://transport.ec.europa.eu/news-events/news/why-migrant-voices-matter-2025-09-12_en,12 September 2025,"By Muhammad Arshad Mukhtar
Ambassador for #DiversityinTransport","As a migrant from Pakistan who completed a Master’s in Transport Engineering from Rome, my journey into the European workforce was filled with challenges and revelations. One key learning that stood out to me, both academically and professionally, is the transformative power of Diversity, Equity, and Inclusion (DEI) — especially in sectors like transport, which are meant to serve and represent all.
Despite the specialised education I gained in one of Europe’s leading academic environments, entering the industry wasn’t seamless. There was a noticeable gap — not just in opportunities, but in how inclusivity was translated from policy papers to practical workplace integration. I came to realise that technical competence alone is not always enough; what’s needed is an industry culture that values different voices, lived experiences, and unconventional ideas.
Transport is not just about moving people and goods — it’s about connecting lives, supporting economic mobility, and ensuring accessibility for all. A transport system designed and operated by a diverse group of people is more likely to meet the needs of diverse users. For example, urban planners and engineers from different backgrounds may approach accessibility and safety differently. Someone from a migrant background might more quickly notice that signs in only one language, or apps that don't support multicultural interfaces, unintentionally exclude many users. When those voices are included at the design table, the result is better: safer, smarter, and more inclusive transport systems.
Today, technology provides powerful tools to advance DEI goals — but only when used intentionally. AI, data analytics, and intelligent transport systems can be leveraged to identify gaps in service equity, such as which neighbourhoods lack access to affordable transit, or which demographic groups are underserved. Platforms that use human-centered design, fed by feedback from a diverse user base, can build more equitable systems. Real-time crowding data in public transport can help reduce risks for women or older persons who avoid overcrowded spaces. Multi-language transport apps can serve both native and non-native users better, encouraging usage and engagement. Bias-aware AI tools can help HR teams in transport companies reduce unconscious bias in recruitment. Technology, therefore, becomes not just a tool, but a catalyst for systemic change — if those leading its development reflect the diversity of those it aims to serve.
According to Eurostat, in 2023 the employment rate for non-EU citizens aged 20–64 in Europe was 63%, compared to 76.2% for EU nationals. The unemployment rate for non-EU citizens stood at 12.2%, more than double that of EU nationals at 5.4%. These figures underscore the structural barriers that migrants face in accessing fair employment — even in high-demand sectors like transport and logistics. This underutilisation is a lost opportunity. Non-native professionals bring valuable perspectives, especially in a continent as interconnected and multicultural as Europe.
Migrants like me are not just job seekers — we are problem-solvers, system thinkers, and bridge-builders between communities and policies.
The benefits of diversity go far beyond better decision-making. Inclusive workplaces create a culture of encouragement and innovation. When non-natives see themselves represented in leadership, engineering teams, or service design, they are more likely to contribute confidently. Companies with inclusive cultures also enjoy lower employee turnover, higher collaboration and team morale, more effective problem-solving and creativity, and greater public trust, especially in sectors like transport that interact with the community daily. A notable example is Transport for London, which invested significantly in equality and inclusion programmes. This has led to better engagement from diverse employees and more inclusive service design — a model that other cities and companies can adapt.
My experience taught me that the future of transport isn’t just about smart roads or high-speed trains. It’s about smart cultures that value every voice — no matter where it comes from. As transport continues to digitalise, embracing DEI is not only ethical — it's strategic. Inclusive design results in better, more efficient systems. Diverse teams build resilience into organisations. And equitable hiring brings in talent that has long been excluded but holds the key to unlocking solutions that are as inclusive as the societies we aim to serve.
Let’s stop seeing diversity as an obligation. Let’s see it as an engine. An engine that drives smarter design, stronger communities, and systems that serve all — equitably and sustainably.
Author: Muhammad Arshad Mukhtar"
Ukraine in Motion: Inclusive Paths Ahead,https://transport.ec.europa.eu/news-events/news/ukraine-motion-inclusive-paths-ahead-2025-09-12_en,12 September 2025,"By Alisa Dorokhina
Ambassador for #DiversityInTransport","Despite the challenges of war and damaged infrastructure, Ukraine's passenger transport system remains vital in 2025.  The system includes road, rail, air, water, and pipeline transport. As of 2022, the total length of roads was 169,700 km, and the length of railways was 21,700 km, making it the fourth longest railway among European Union countries. In 2024, despite active military operations, 2,176.2 million passengers were transported in Ukraine, which is a 6.8% increase from 2023. Of those passengers, 55% were transported by urban electric transport. However, the use of trolleybuses and trams is declining in favour of road transport. This is logical given the security risks; in the context of air attacks, road transport is easier because it does not stop, allowing people to continue their way to shelter. Rail transport remains essential for intercity and international travel since airspace has been closed since 2022. International train travel from Ukraine offers a safer, more convenient, inclusive, and eco-friendly option for families, including those with young children or low-mobility groups, compared to buses or private cars. Unlike buses, which often face long border queues—sometimes exceeding 12 hours due to Ukraine’s vast borders—trains offer predictable schedules and customs checks onboard, minimizing delays. Additionally, trains emit significantly less CO2 per passenger (e.g., 28g/km vs. 104g/km for cars), making them a greener choice for eco-conscious families travelling across Ukraine’s expansive geography.
The war in Ukraine has increased the need for inclusive transport due to the growing number of veterans with disabilities, estimated at over 100,000 in 2024. A significant percentage of Ukraine's population is older with reduced mobility (approximately 20% of Ukrainians are 60+ years old, or about 7 million people). This creates an urgent need for barrier-free access to transport, complicated by damaged infrastructure. To address these issues and harmonise its transport construction system standards with the European Accessibility Act, Ukraine launched the ""Without Barriers"" initiative, spearheaded by First Lady Olena Zelenska. The initiative promotes comprehensive accessibility and creates equal opportunities for travelling.
To effectively implement all barrier-free projects in Ukraine, the Barrier-Free Council was created. This advisory body assists the Cabinet of Ministers of Ukraine in coordinating and promoting barrier-free policies, particularly ensuring equal access to services, infrastructure, and opportunities for people with disabilities, veterans, older persons, and other groups with limited mobility. To date, the Barrier-Free Council has approved 30 legislative changes, including the establishment of driving schools for people with disabilities and the implementation of new building codes. All initiatives are implemented with the support of local businesses and external donors. The Barrier-Free Movement project, for example, includes low-floor trams and buses in 12 Ukrainian cities and is partly funded by the EU through the United Nations Development Program. The European Fund for Sustainable Development Plus (EFSD+) also supports initiatives to modernise transport hubs and create barrier-free routes. At the Ukraine Recovery Conference in London in 2023, agreements worth €800 million were signed to mobilize private investment, some of which relate to inclusive infrastructure.
As part of this initiative, Ukrainian Railways has increased the number of trains with carriages equipped for people with disabilities, as trains provide stable, spacious environments with amenities like wider aisles, accessible cabins, and toilets designed for people with disabilities. These carriages have ramps, wider doors, special fastenings for wheelchairs, and adapted toilets. Tactile navigation, call buttons for passengers with reduced mobility, special toilets, and parking spaces have been installed at key railway stations in Ukraine's cities with populations over one million, such as Kyiv, Lviv, and Odesa. An interactive map of station accessibility is available on the Ukrzaliznytsia website, aligning with the initiative's goals of digitalisation and transparency. In 2025, National Barrier-Free Week took place at railway stations in Uzhhorod and Mukachevo. Training sessions were held for Ukrainian railway staff on interacting with people with disabilities. There were also demonstrations of inclusive carriages and testing of barrier-free routes at railway stations. These efforts are important not only for creating physical access but also for providing emotional comfort to veterans and those affected by the war, whom we treat with great respect. Notably, passenger rail transport in Ukraine is owned and operated by a single company, JSC Ukrainian Railways (Ukrzaliznytsia), whose sole shareholder is the state.
As for local public transport in Dnipro, the first inclusive tram route with tactile navigation and adapted stops has launched to ensure accessibility for people in wheelchairs. According to Ukraine's Ministry of Development of Communities, Territories, and Infrastructure, the accessibility of public transport stops in ten regions was monitored in 2024. The results revealed that only 15% of stops comply with state building standards. However, the ministry plans to increase this figure to 25% through reconstruction in 2025. In Kyiv, 50 pedestrian crossings with lowered curbs were installed in 2024, and 30 more are planned for 2025. The Uklon taxi-service launched an ""Inclusive"" class in Kyiv, with 5% of its fleet (approximately 200 cars) adapted for passengers with disabilities. The company plans to expand to Lviv and Odesa in 2025.
Civil society organisations play a key role in promoting accessibility. For instance, Dostupno.UA, a Ukrainian NGO, monitored 200 bus stops in Kyiv, Lviv, and Dnipro in 2024. They found that 70% of the stops had high curbs. This prompted local authorities to allocate UAH 10 million in 2025 to lower the curbs. Another organisation, Fight for Right, collaborated with local administrations to provide recommendations on designing low-floor buses and trams. This led to the purchase of 20 new vehicles in Dnipro. The Active Rehabilitation Group public organisation tested transport routes for veterans in five cities with 150 participants. This helped identify 30 problematic stops included in the 2025 reconstruction plan. These initiatives reinforce government efforts by pressuring authorities to implement changes more quickly. Barrier-free transport, such as low-floor buses and trams as part of the ""Barrier-Free Movement"" project in 12 cities, allows veterans to move freely, visit rehabilitation centres, and participate in public life. For instance, an inclusive tram route in Dnipro served 5,000 passengers with disabilities in 2025, 30% of whom were veterans. This contributes to their economic activity. According to Fight for Right, 40% of disabled veterans are willing to work if accessible transport is available. The ""Without Barriers initiative as discussed earlier, supports such changes, particularly by establishing driving schools for people with disabilities. These schools opened in 2025 and help veterans acquire new skills. The absence of barriers in transport, such as accessible stops, reduces feelings of isolation and enables social inclusion. According to the Active Rehabilitation Group, 60% of veterans who tested barrier-free routes reported improved psychological health due to the ability to move around independently.
Other steps to enhance inclusiveness in Ukraine include expanding low-floor transport options, providing staff training, developing digital applications with accessible route information, monitoring compliance with building codes, and collaborating with civil society organizations. Ukrainians believe that post-war reconstruction with European support, particularly the involvement of experts, will lead to barrier-free transport. However, this requires coordination and control.
In general, the topic of inclusivity is very timely in Ukraine. For us, it is not only about wanting to participate in best practices, but also about transitioning from a Soviet mindset that ignored people with reduced mobility to a people-centered approach full of mutual respect that involves people with special needs in creating spaces that are convenient for them. These are places where they can choose their own routes, transport mode, and travel comfortably.
Author: Alisa Dorokhina"
"""Water & Health"" joint transnational Call open",https://www.water4all-partnership.eu/news/water-health-joint-transnational-call-open,12 September 2025,33 Funding Partner Organisations from Europe and abroad are pleased to announce the opening of a new Joint Transnational Call on “Water and Health”.,"Water4All is launching its fourth Joint Call for research and innovation projects!
33 Funding Partner Organisations from Europe and abroad are pleased to announce the opening of a new Joint Transnational Call on “Water and Health”
Consult the call announcement, the list of funding partner organisations and national contact points, as well as national/regional regulations available for download on the call webpage! Call webpage Link here
An Information Webinar for applicants will be held on September 25th, 13:30 CEST, register: Link here"
European Industrial Alliance on Small Modular Reactors Unveils Strategic Action Plan,https://single-market-economy.ec.europa.eu/news/european-industrial-alliance-small-modular-reactors-unveils-strategic-action-plan-2025-09-12_en,12 September 2025,"Last week, the European Industrial Alliance on Small Modular Reactors (SMRs) adopted its first Strategic Action Plan at their second General Assembly, giving an overview of its plans over the next five years to facilitate SMRs' development, demonstration, and deployment in Europe by the early 2030.","The plan provides a comprehensive and detailed overview of its planned activities over the next five years to facilitate the development, demonstration, and deployment of SMRs in Europe by the early 2030s. The timely deployment of SMRs is crucial for maintaining the competitiveness of European industry, driving the energy transition towards a carbon-neutral future by 2050, and enhancing the EU's strategic autonomy in the energy sector.
The Strategic Action Plan outlines ten specific and targeted actions to deliver over the next five years, focusing on key challenges to SMR deployment such as market demand for SMRs beyond electricity production, revitalising the supply chain, promoting R&D and skills development, unlocking financial opportunities, and simplifying regulatory frameworks. The plan also emphasises activities aimed at financing, public engagement, fuel & waste management, as well as the issues related to the safety & security as cornerstones of the SMR development in the next years. The plan is now published on the Alliance’s web page. It supports the recently endorsed IPCEI on innovative nuclear technologies, which could be instrumental among other solutions in supporting SMR development in the years to come.
The alliance, established in February 2024, brings together a broad spectrum of more than 350 SMR stakeholders, including industry leaders, researchers, and policymakers, to unite under a shared vision and joint plan for action. From an operational point of view, the European Commission, nucleareurope, and the Sustainable Nuclear Energy Technology Platform (SNETP) are among the key partners orchestrating the Alliance's efforts in supporting several concrete SMR projects and implementing the various actions outlined in the Strategic Action plan. A governing board steers the alliance’s work, providing strategic advice and making important decisions.
The successful implementation of the Strategic Action Plan will require strong industry and public sector commitment, in addition to collaboration among diverse stakeholders. The alliance is committed to working closely with its members, relevant Commission services and other EU institutions and international organisations to ensure the timely and successful deployment of SMRs in Europe.
See the Industrial Alliance on SMRs webpage to learn about its objectives and activities.
Strategic Action Plan
2nd General Assembly Meeting Conclusions"
"European Heritage Days: explore the past, protect our future",/news-and-media/news/european-heritage-days-explore-past-protect-our-future-2025-09-12_en,12 September 2025,This weekend’s European Heritage Days offers you a chance to take a wander around some of Europe’s finest buildings and cultural sites for free.,"This weekend’s European Heritage Days offers you a chance to take a wander around some of Europe’s finest buildings and cultural sites for free. The theme of European Heritage Days 2025 is ‘architectural heritage’. Buildings that are often closed to the public for the rest of the year will open their doors on 13 and 14 September so that you can explore the diverse architectural styles, periods, and materials that have shaped Europe’s built environment.
Everyone is invited to take part in the events happening across Europe, including guided tours, exhibitions, workshops, performances, and digital experiences. “The identity of every town, village, and city across Europe is shaped by its architecture. It gives meaning and a sense of belonging to the places we call home,"" says Glenn Micallef, Commissioner for Intergenerational Fairness, Youth, Culture and Sport.
Developed by the Council of Europe in 1989 and joined by the European Commission in 1999, European Heritage Days is an annual initiative. Each year more than 20 million visitors visit thousands of cultural sites in Europe over one weekend to understand better their shared cultural heritage and become part of preserving Europe's heritage for present and future generations.
Since 2013, more than 60 cultural sites across Europe have also been awarded the European Heritage Label. The Commission selected these sites for their symbolic value, the role they have played in European history and the activities they offer. The Royal Theatre Toone in Brussels, the Monastery of San Jerónimo de Yuste in Spain, and the ‘Three Brothers’ complex of 15th and 17th centuries buildings in Riga have all been granted the European Heritage Label, for example.
In addition to European Heritage Days, the annual European Heritage Awards / Europa Nostra Awards honour remarkable achievements, promote best practices and set new standards in the conservation and promotion of Europe's tangible and intangible heritage. In 2025, 30 winners from 24 countries will be announced at the European Heritage Awards Ceremony on 13 October in Brussels.
For more information
European Heritage Days
Creative Europe programme
European Heritage Label
European Heritage Awards"
Announcement of next auction (EU-Bills) on 17-09-2025,/news-and-media/news/announcement-next-auction-eu-bills-17-09-2025-2025-09-12_en,12 September 2025,Auction announcement EU-Bills.,"Today, the European Commission announced that it will, on behalf of the European Union, auction the following securities:
* in millions of euros
Members of the EU Primary Dealer Network are entitled to bid.Primary Dealers who wish to participate to the auction should be connected to TELSAT at 09:45 a.m. CET on the date of the auction.Bidding closes at 12:00 p.m. CET on the date of the auction."
Have your say on the Military Mobility Package,https://defence-industry-space.ec.europa.eu/have-your-say-military-mobility-package-2025-09-11_en,11 September 2025,"The European Commission and the European External Action Service would like to ask your views on the future Military Mobility package, announced by the White Paper for European Defence Readiness 2030 on 19 March 2025.","The European Commission and the European External Action Service would like to hear your views on the Military Mobility package through a call for evidence published on Have your say portal. The consultation will remain open until 09 October 2025  (midnight Brussels time). This call for evidence aims to complement the targeted stakeholder consultation launched on 12 June 2025 with a press release.  The Military Mobility package was  announced by the White Paper for European Defence Readiness 2030 on 19 March 2025. The initiative emphasises the Commission’s commitment, along with that of the European External Action Service (EEAS) and of the European Defence Agency (EDA), to collaborate closely in a coordinated way with Member States to enhance military mobility through infrastructural investment and strategic legislative and non-legislative measures. The package will encompass a Joint Communication on Military Mobility, a proposal for a Regulation on Military Mobility of the European Parliament and the Council and targeted amendments of existing EU legislation to better take into account the needs of military mobility.
Since 2017, substantial progress has been achieved by Member States and through the implementation of the EU Action Plans for Military Mobility. However, despite substantial progress achieved through the two Action Plans for Military Mobility in 2018 and 2022, many barriers continue to exist. The movement of military forces within the EU is still hindered by barriers related to regulatory, infrastructures and capabilities aspects including red tape, unharmonised rules, insufficient access to critical transport infrastructure and availability of transport assets.
For the first time, the Commission proposes a legislative instrument in this area, building on the important progress made in the PESCO and European Defence Agency frameworks. In this vein, it is critical to comprehensively consult all relevant stakeholders. The findings from the consultation will serve as the evidence base for the Military Mobility package and will be key in appropriate assessment of the impacts of the proposals.
The White Paper for European Defence Readiness 2030 sets a clear tasking that the “EU will adopt a Joint Communication on Military Mobility” and “the necessary legislative proposals, this year”. To this end, the European Commission and the European External Action Service will present a Military Mobility package composed of a Joint Communication and two legislative proposals: a Regulation proposal to address all remaining barriers and supporting Member States in transporting military equipment and personnel in the EU and targeted amendments of existing EU legislation to better meet military mobility needs.
The Joint Communication is a policy document outlining the EU's objective to enhance preparedness through an improved military mobility framework. It will present the initiatives of the wider package to address remaining barriers, ensuring consistency with national efforts, but also outline concrete actions and recommendations for the years to come.
The proposal for a Regulation will establish a new regulatory framework to harmonise national procedures and rules and introduce emergency measures to ensure uninterrupted military movements in Europe, while taking into account the military movement’s impact on civilian activities. The Regulation will also create an EU framework to enhance Member States' access to military mobility capabilities, identify critical infrastructures for military mobility having a European dimension, and strengthen their resilience.
The targeted amendments of existing EU legislation aim to address issues affecting military mobility. The amendments will adapt relevant transport legislation to better accommodate the specific needs of military mobility. It will also mobilise other relevant EU legislation, such as energy or customs and taxation policies, in support of military mobility. The amendments aim to ensure a whole-of-government"" approach at EU level, better reflecting military mobility needs in existing EU legislation.
DG DEFIS ensures an inclusive approach towards all stakeholders, and as part of it, a Call for Evidence has been launched launched on the Have your Say portal on 11th of September 2025 to invite the public to submit research or position papers to a dedicated mailbox DEFIS-MILITARY-MOBILITYec [dot] europa [dot] eu (DEFIS-MILITARY-MOBILITY[at]ec[dot]europa[dot]eu) before 09th of October 2025. This call for evidence complements the targeted stakeholder consultation announced on 12 June 2025.
All interested EU citizens and actors can provide comments in the Have your say portal and you can also submit written contributions. Your views will be integrated in our reflections on the military mobility package.
The European Commission and the European External Action Service aim to propose the military mobility package by the end of the year.
press release"
Commission invites comments on draft revised EU competition rules for technology transfer agreements,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_2069,11 September 2025,"The European Commission has today launched a public consultation, inviting all interested parties to
comment on drafts of a revised Technology Transfer Block Exemption Regulation (‘TTBER') and
revised Guidelines on the application of Article 101 of the Treaty to technology transfer
agreements","The European Commission has today launched a public consultation, inviting all interested parties to comment on drafts of a revised Technology Transfer Block Exemption Regulation (‘TTBER') and revised Guidelines on the application of Article 101 of the Treaty to technology transfer agreements (‘Guidelines').
Technology transfer agreements are agreements by which one firm authorises another firm to use certain technology rights – such as patents, design rights or software copyrights – to produce goods or services. Because these agreements facilitate the diffusion of technology and incentivise research and development, they are often pro-competitive, but some (restrictions in these) agreements can also have negative effects on competition.
In this context, the TTBER exempts technology transfer agreements that meet certain conditions from the prohibition of anti-competitive agreements laid down in Article 101(1) of the Treaty on the Functioning of the European Union (‘TFEU'), with the aim of facilitating the diffusion of technology, strengthening the incentives for research and development, and promoting innovation. If companies design their technology transfer agreements in accordance with the conditions of the TTBER, they have legal certainty that their agreements comply with Article 101.
The Guidelines provide guidance on the application of the TTBER and on the assessment under Article 101 TFEU of technology transfer agreements that fall outside the block exemption provided by the TTBER.
The revision of the TTBER and Guidelines follows an evaluation of the current rules, which have applied since 2014. The evaluation was completed in November 2024 and the revision aims to adapt the rules to reflect recent market developments and case law by the Court of Justice of the European Union, as well as to provide additional legal certainty for companies wishing to enter into technology transfer agreements.
The main proposed changes
The main proposed changes cover several areas, including:
Next steps
Interested parties are invited to submit their comments on the draft revised TTBER and Guidelines by 23 October 2025. More information, including on how to submit comments, is available here.
The Commission will take the feedback into account when it finalises the revised rules, ahead of the expiry of the current TTBER, on 30 April 2026.
Background
Article 101(1) TFEU prohibits agreements between companies that restrict competition. However, under Article 101(3) of the TFEU, such agreements can be declared compatible with the Single Market, provided they contribute to improving the production or distribution of goods or to promoting technical or economic progress, while allowing consumers a fair share of the resulting benefits and without eliminating competition.
In November 2024, the Commission published a Staff Working Document setting out the results of the evaluation of the current TTBER and Guidelines. The evaluation confirmed that these instruments remain useful and relevant, but it also highlighted areas for possible improvement in terms of legal certainty and the need to reflect market developments.
Following the evaluation, the Commission launched an impact assessment to gather further evidence on possible areas for improvement, including through a call for evidence and an open public consultation launched in January 2025. It also commissioned an expert report on data licensing, which has also been published today.
While the Guidelines include guidance on the competition law assessment of technology pools that concern standard-essential patents (‘SEPs'), these Guidelines are entirely separate from the recently withdrawn Commission proposal for a SEPs Regulation. That proposal pursued different objectives, namely to improve the transparency of SEP licensing and promote licensing on Fair, Reasonable, and Non-Discriminatory (FRAND) terms.
For more information
More information is available on the Commission's competition website, on the dedicated TTBER and Guidelines review webpage.
Technology licensing agreements play an important role in promoting and disseminating innovation. That is why we have a well-established framework to encourage such agreements where they are pro-competitive, and why we now want to ensure that our framework remains clear, effective and up-to date. I invite all interested parties to share their views.
Share this page:"
New Training available: EU Centralised Clearance for Import (CCI) – Full System,https://taxation-customs.ec.europa.eu/news/new-training-available-eu-centralised-clearance-import-cci-full-system-2025-09-11_en,11 September 2025,Discover the new available training for EU Centralised Clearance for Import (CCI) system,"The EU Centralised Clearance for Import (CCI) system streamlines customs processes by enabling harmonised, standardised procedures for seamless electronic communication between customs offices across the EU. The system allows economic operators to centralise their import operations through the customs office of supervision in their Member State of establishment, acting as a ‘one-stop shop’ for all customs-related activities.
Upon completing this course, you will:
The Phase 1 course on the EU CCI system remains available on the portal for those wishing to review foundational concepts or build on prior knowledge."
State of the Union: President von der Leyen addresses migration and security,https://home-affairs.ec.europa.eu/news/state-union-president-von-der-leyen-addresses-migration-and-security-2025-09-11_en,11 September 2025,"In her State of the Union address, President von der Leyen emphasised the importance of a united and strong Europe in the face of global migration and security challenges, announcing a tripling of the EU budget for migration and border management, as well as sanctions targeted to migrant smugglers.","In her State of the Union address, European Commission President, Ursula von der Leyen, emphasised the importance of a united and strong Europe in the face of global challenges related to migration and security.
She underlined the need for a more effective and humane migration management system, which will be supported by the proposal to triple funding for migration and border management in the next EU budget.
President von der Leyen announced plans to destroy the business model of smugglers, who exploit vulnerable people and put their lives at risk:
“We need a new system of sanctions specifically targeted at people smugglers and traffickers. To freeze their assets. To restrict their ability to move around. To cut off their profits. People smuggling is a horrible, criminal business, and no smuggler should be allowed to get away with it in Europe.”
President von der Leyen also stressed the importance of returning rejected asylum seekers to their home countries, with only around 20% of those who are not allowed to stay in the EU actually leaving the Union. She called for a swift agreement on the Common European Return System and the full implementation of the Migration and Asylum Pact once it starts to apply in June 2026.
President von der Leyen also reiterated the EU's commitment to Ukraine's independence and sovereignty. She called for a just and lasting peace in Ukraine, emphasising that Ukraine's freedom is Europe's freedom, condemning Russia's ongoing aggression and announcing plans for a new sanctions package.
""We need to work urgently on a new solution to finance Ukraine's war effort on the basis of the immobilised Russian assets. With the cash balances associated to these Russian assets, we can provide Ukraine with a Reparations Loan. […] Ukraine will only pay back the loan once Russia pays for the reparations. The money will help Ukraine already today.""
President von der Leyen pledged to work with the European Parliament and all pro-European democratic forces to deliver for Europeans and protect the EU's values and interests."
Commission adopts guidelines to enhance the resilience of critical entities in the EU,https://home-affairs.ec.europa.eu/news/commission-adopts-guidelines-enhance-resilience-critical-entities-eu-2025-09-11_en,11 September 2025,"On 11 September, the European Commission issued a Communication with new guidelines aimed at strengthening the resilience of critical infrastructure across the EU. This will help EU countries identify critical entities in 11 key sectors, including energy, drinking and wastewater, food, and banking.","On 11 September, the European Commission issued a Communication with new guidelines aimed at strengthening the resilience of critical infrastructure across the EU.
The Communication offers recommendations and practical guidance to help EU countries identify critical entities in 11 key sectors, including energy, transport, drinking and wastewater, food, banking, and digital infrastructure. It also provides the necessary tools to ensure a structured approach as regards reporting on the outcome of risk assessments across these sectors.
The guidelines are designed to support EU countries in implementing the Critical Entities Resilience Directive, and ensure that essential services, key to societal welfare and economic activities, remain uninterrupted in the face of external threats such as natural hazards, terrorist attacks, and public health emergencies. The Directive sets the framework for EU countries to develop national strategies, conduct regular risk assessments, and identify critical entities, which in turn must take technical, security and organisational measures to enhance their resilience.
As highlighted in the European Internal Security Strategy, ProtectEU, it is essential for all EU countries to promptly transpose and correctly implement the Directive. This will reduce vulnerabilities and bolster resilience, ensuring the uninterrupted provision of essential services that are crucial to the EU's economy and society. The Commission continues to support EU countries in stepping up the protection of critical infrastructure and the resilience of critical entities in the EU."
